id_producto,nombre_marca,nombre_reciclaje,nombre_empresa,nombre_productos_clasificacion,nombre,gramos_envase,formato,unidad,unidad_real,cantidad,texto,cluster300,label300,label,categoria,nombre_productos_clasificacion_pred,categoria_pred,nombre_reciclaje_pred,unidad_real_pred
3111,tottus,,TOTTUS,"BEBIDAS, AGUAS Y JUGOS",Bebida Frutal,45,2LT,LT,LT,2,bebida frutal,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3112,tottus,,TOTTUS,"BEBIDAS, AGUAS Y JUGOS",Bebida Naranja,45,2LT,LT,LT,2,bebida naranja,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3116,kem,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida zero,45,15LT,LT,LT,15,bebida zero,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3117,kem,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida Kem Zero,45,3LT,LT,LT,3,bebida kem zero,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3120,tottus,,TOTTUS,"BEBIDAS, AGUAS Y JUGOS",Bebida Ginger,45,3LT,LT,LT,3,bebida ginger,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3125,kem,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida Kem,45,3LT,LT,LT,3,bebida kem,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3126,kem,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida kem,45,15LT,LT,LT,15,bebida kem,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3127,kem,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida Kem,45,2L,LT,LT,2,bebida kem,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3128,kem,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida,45,500ML,ML,ML,500,bebida,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,ML
3136,pap,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida Pap,45,15LT,LT,LT,15,bebida pap,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3137,pap,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida Pap,45,3LT,LT,LT,3,bebida pap,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3138,pap,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida Pap Zero,45,15LT,LT,LT,15,bebida pap zero,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3139,pap,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida Pap,45,2L,LT,LT,2,bebida pap,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3140,sprite,,COCA COLA COMPANY,"BEBIDAS, AGUAS Y JUGOS",Bebida desechable zero,45,3LT,LT,LT,3,bebida desechable zero,160,Bebida Desechable,Bebida Desechable,,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
3141,sprite,,COCA COLA COMPANY,"BEBIDAS, AGUAS Y JUGOS",Bebida Sprite,45,25LT,LT,LT,25,bebida sprite,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3142,sprite,,COCA COLA COMPANY,"BEBIDAS, AGUAS Y JUGOS",Bebida desechable,45,3LT,LT,LT,3,bebida desechable,160,Bebida Desechable,Bebida Desechable,,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
3143,sprite,,COCA COLA COMPANY,"BEBIDAS, AGUAS Y JUGOS",Bebida Sprite,45,15L,LT,LT,15,bebida sprite,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3151,limon,,,"BEBIDAS, AGUAS Y JUGOS",Bebida Limon Soda,45,SODA,SODA,,,bebida limon soda,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3154,up,,CCU,"BEBIDAS, AGUAS Y JUGOS",Bebida limon light,45,15LT,LT,LT,15,bebida limon light,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3158,limon,,,"BEBIDAS, AGUAS Y JUGOS",Bebida limón soda zero,45,SODA,SODA,,,bebida limón soda zero,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3163,limon,,,"BEBIDAS, AGUAS Y JUGOS",Bebida limón soda,45,SODA,SODA,,,bebida limón sodo,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3164,limon,,,"BEBIDAS, AGUAS Y JUGOS",Bebida Limón Soda,45,SODA,SODA,,,bebida limón sodo,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
3168,limon,,,"BEBIDAS, AGUAS Y JUGOS",Bebida Limon Soda Zero,45,SODA,SODA,,,bebida limon soda zero,27,Bebida,Bebida,,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
80,del valle,PET 1,,"BEBIDAS, AGUAS Y JUGOS",Jugo de Naranja  litros Sin Azúcar Añadida,45,,,,,jugo naranja litro azúcar añadido,292,Azúcar Añadido,Azúcar Añadido,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4973,,,,,Vital agua sin gas  lt,45,,,,,vital agua gas,206,Gas,Gas,,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4561,rinso,,,ASEO Y LIMPIEZA,"Detergente Li­quido Lirios Y Rosas plastico  ""otros""",43,3L,LT,LT,3,detergente li­quido lirio rosa plastico,233,Li Quido,Li Quido,,ASEO Y LIMPIEZA,PLÁSTICO,HDPE 2,LT
4897,loncoleche,HDPE 2,LONCOLECHE,FRESCOS Y LÁCTEOS,Leche cultivada light  grasa  ml vainilla,43,,,,,leche cultivado light grasa vainilla,73,Leche,Leche,PLÁSTICO,FRESCOS Y LÁCTEOS,PLÁSTICO,HDPE 2,LT
4939,milo,,MILO,,MILO ActivGO  gr,43,,,,,milo activgo,43,,,,"CARNES, PESCADOS Y  FIAMBRES",PAPEL Y CARTONES,PAPEL,GR
3190,cachantun,PET 1,CCU,"BEBIDAS, AGUAS Y JUGOS",Agua Mineral Sin Gas,41,16LT,LT,LT,16,agua mineral gas,206,Gas,Gas,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4884,dove,ALUMINIO,DOVE,CUIDADO PERSONAL,Desodorante Antitranspirante té Matcha Aerosol  NUTRITIVE SECRETS,41,,,,,desodorante antitranspirante matcha aerosol nutritive secrets,53,Aerosol,Aerosol,LATAS Y METALES,CUIDADO PERSONAL,LATAS Y METALES,ALUMINIO,GR
47,cachantun,PET 1,CCU,"BEBIDAS, AGUAS Y JUGOS",Agua De Pera Mas,40,16LT,LT,LT,16,agua pera mas,43,,,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
58,coca cola,PET 1,COCA COLA COMPANY,"BEBIDAS, AGUAS Y JUGOS",Coca-Cola Sin Azúcar.,40,COLA,COLA,,,coca-cola azúcar,184,Azúcar Coca,Azúcar Coca,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
60,coca cola,,COCA COLA COMPANY,"BEBIDAS, AGUAS Y JUGOS",COCA COLA SIN AZÚCAR,40,2LITRO,LT,LT,2,coca cola azúcar,184,Azúcar Coca,Azúcar Coca,,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
375,tucapel,,TUCAPEL,,ACEITE ARROZ GR TUCAPEL GR,40,900GR,GR,GR,900,aceite arroz tucapel,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,GR
4886,lider,POLIETILENO Y ALUMINIO,LIDER,FRESCOS Y LÁCTEOS,Leche semidescremada natural caja,39,,,,,leche semidescremado natural caja,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
4890,cif,HDPE 2,,ASEO Y LIMPIEZA,Cif  Crema ORIGINAL limpiador cremoso,39,,,,,cif crema original limpiador cremoso,159,Crema,Crema,PLÁSTICO,ASEO Y LIMPIEZA,PLÁSTICO,HDPE 2,GR
4781,nivea,HOJALATA,NIVEA,CUIDADO PERSONAL,Desodorante Nivea Men Ice Fresh Fragancia Intensa,37,,,,,desodorante nivea men ice fresh fragancia intenso,56,Desodorante,Desodorante,LATAS Y METALES,CUIDADO PERSONAL,LATAS Y METALES,HOJALATA,GR
4860,vital,PET 1,,"BEBIDAS, AGUAS Y JUGOS",Agua Mineral con Gas Vital  litros,37,,,,,agua mineral gas vital litro,206,Gas,Gas,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
1372,lobos,,,DESPENSA,Sal Fina,36,?LOBOS,LOBOS,,,sal fino,76,Sal,Sal,,DESPENSA,PLÁSTICO,LDPE 4,GR
4538,vanish,,RECKITT,ASEO Y LIMPIEZA,Quitamanchas Liquido Blanco Repuesto,36,800ML,ML,ML,800,quitamancha liquido blanco repuesto,169,Liquido Quitamancha Repuesto,Liquido Quitamancha Repuesto,,ASEO Y LIMPIEZA,PLÁSTICO,HDPE 2,ML
4790,american classic,PVC 3,,"DESAYUNOS, SNACKS Y  DULCES",Syrup jarabe para pancake regular,36,,,,,syrup jarabe pancake regular,43,,Jarabe Pancake Regular Syrup,PLÁSTICO,"DESAYUNOS, SNACKS Y  DULCES",PLÁSTICO,PVC 3,GR
4872,soprole,POLIETILENO Y ALUMINIO,SOPROLE,FRESCOS Y LÁCTEOS,Leche descremada,36,,,,,leche descremado,83,Descremado,Descremado,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
4958,,PET 1,,ASEO Y LIMPIEZA,Quix Lavalozas Poder Desengrasante ml,36,,,,,quix lavalozas poder desengrasante,43,,Lavalozas,PLÁSTICO,ASEO Y LIMPIEZA,PLÁSTICO,PET 1,UN
4780,garnier,HOJALATA,,CUIDADO PERSONAL,Desodorante Bio Protection,35,,,,,desodorante bio protection,56,Desodorante,Desodorante,LATAS Y METALES,CUIDADO PERSONAL,LATAS Y METALES,HOJALATA,GR
4808,garnier,,,CUIDADO PERSONAL,Agua Micelar Garnier ML,35,,,,,agua micelar garnier,43,,Micelar,,CUIDADO PERSONAL,PAPEL Y CARTONES,CARTÓN,GR
737,olivodeplata,,OLIVODEPLATA,,ACEITE OLIVA EXTRA VIRGEN OLIVODEPLATA ML,35,500ML,ML,ML,500,aceite oliva extra virgen olivodeplata,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
4972,naturaloe,HDPE 2,NATURALOE,CUIDADO PERSONAL,Naturaloe shampoo  ml plástico ?,35,,,,,naturaloe shampoo plástico,43,,,PLÁSTICO,CUIDADO PERSONAL,PLÁSTICO,HDPE 2,GR
4982,,,,,Shampoo baby Simond's,35,,,,,shampoo baby simond's,43,,Baby Shampoo Simond,,"CARNES, PESCADOS Y  FIAMBRES",PAPEL Y CARTONES,PAPEL,GR
338,natura,,NATURA,,ACEITE MARAVILLA NATURA ML,35,1500ML,ML,ML,1500,aceite maravilla natura,157,Aceite Maravilla,Aceite Maravilla,,DESPENSA,VIDRIOS,VIDRIO,ML
340,natura,,NATURA,,ACEITE MARAVILLA NATURA ML,35,500ML,ML,ML,500,aceite maravilla natura,157,Aceite Maravilla,Aceite Maravilla,,DESPENSA,VIDRIOS,VIDRIO,ML
347,acuenta,,ACUENTA,,ACEITE VEGETAL ACUENTA ML,35,1500MLML,ML,ML,1500,aceite vegetal acuentar,121,Aceite Vegetal,Aceite Vegetal,,DESPENSA,VIDRIOS,VIDRIO,ML
359,acuenta,,ACUENTA,,ACEITE VEGETAL ACUENTA ML,35,1500ML,ML,ML,1500,aceite vegetal acuentar,121,Aceite Vegetal,Aceite Vegetal,,DESPENSA,VIDRIOS,VIDRIO,ML
362,acuenta,,ACUENTA,,ACEITE VEGETAL ACUENTA ML,35,1500MLML,ML,ML,1500,aceite vegetal acuentar,121,Aceite Vegetal,Aceite Vegetal,,DESPENSA,VIDRIOS,VIDRIO,ML
368,talliani,,GRUPO NUTRESA,,ACEITE OLIVA TRAD IT TALLIANI ML,35,500ML,ML,ML,500,aceite oliva trad talliani,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
370,banquete,,BANQUETE,,ACEITE OLIVA EXTRA VIRGEN BANQUETE ML,35,500ML,ML,ML,500,aceite oliva extra virgen banquete,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
374,banquete,,BANQUETE,,ACEITE OLIVA INTENSO BANQUETE ML,35,500ML,ML,ML,500,aceite oliva intenso banquete,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
476,trattoria,,TRATTORIA,,ACEITE OLIVA TRATTORIA ML,35,500ML,ML,ML,500,aceite oliva trattoria,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
486,chef,,CHEF,,ACEITE MARAVILLA CHEF ML,35,500ML,ML,ML,500,aceite maravilla chef,157,Aceite Maravilla,Aceite Maravilla,,DESPENSA,VIDRIOS,VIDRIO,ML
490,chef,,CHEF,,ACEITE PEPA DE UVA CHEF ML,35,500ML,ML,ML,500,aceite pepa uva chef,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
491,chef,,CHEF,,ACEITE OLIVA EXTRA VIRGEN CHEF ML,35,500ML,ML,ML,500,aceite oliva extra virgen chef,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
672,castapeteroa,,CASTAPETEROA,,ACEITE OLIVA EXTRA VIRGEN CASTAPETEROA ML,35,500ML,ML,ML,500,aceite oliva extra virgen castapeteroa,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
673,castapeteroa,,CASTAPETEROA,,ACEITE OLIVA ESPECIA CASTAPETEROA ML,35,500ML,ML,ML,500,aceite oliva especia castapeteroa,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
696,sol de aculeo,,SOLDEACULEO,,ACE OLI EV ARBEQUINA SOLDEACULEO ML,35,500ML,ML,ML,500,ace oli arbequina soldeaculeo,43,,Arbequina Oli Soldeaculeo,,"CARNES, PESCADOS Y  FIAMBRES",PAPEL Y CARTONES,PAPEL,ML
697,sol de aculeo,,SOLDEACULEO,,ACEITE OLIVA EXTRA VIRGEN SOLDEACULEO ML,35,500ML,ML,ML,500,aceite oliva extra virgen soldeaculeo,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
702,lider,,LIDER,,ACEITE OLIVA EXTRA VIRGEN LIDER ML,35,500ML,ML,ML,500,aceite oliva extra virgen lider,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
705,seleccion,,SELECCION,,ACEITE OLIVA EXTRA VIRGEN SELECCION ML,35,500ML,ML,ML,500,aceite oliva extra virgen seleccion,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
716,oromaule,,OROMAULE,,ACEITE OLIVA OROMAULE ML,35,500ML,ML,ML,500,aceite oliva oromaule,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
719,terrasanta,,TERRASANTA,,ACEITE OLIVA EXTRA VIRGEN TERRASANTA ML,35,500ML,ML,ML,500,aceite oliva extra virgen terrasanta,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
735,lasdoscientas,,LASDOSCIENTAS,,ACEITE OLIVA PICUAL LASDOSCIENTAS ML,35,500ML,ML,ML,500,aceite oliva picual lasdoscientas,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
736,lasdoscientas,,LASDOSCIENTAS,,ACEITE OLIVA ARBEQUI LASDOSCIENTAS ML,35,500ML,ML,ML,500,aceite oliva arbequi lasdoscientas,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
795,kardamili,,KARDAMILI,,ACEITE OLIVA EXTRA VIRGEN KARDAMILI ML,35,500ML,ML,ML,500,aceite oliva extra virgen kardamili,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
797,kardamili,,KARDAMILI,,ACEITE OLIVA EXTRA VIRGEN KARDAMILI ML,35,500ML,ML,ML,500,aceite oliva extra virgen kardamili,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
798,kardamili,,KARDAMILI,,ACEITE OLIVA AL AJO KARDAMILI ML,35,500ML,ML,ML,500,aceite oliva ajo kardamili,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
799,kardamili,,KARDAMILI,,AC OLIVA FINAS HIERB KARDAMILI ML,35,500ML,ML,ML,500,oliva fino hierb kardamili,43,,Fino Hierb,,"CARNES, PESCADOS Y  FIAMBRES",PAPEL Y CARTONES,PAPEL,ML
800,kardamili,,KARDAMILI,,ACEITE TOMATE ALBHAC KARDAMILI ML,35,500ML,ML,ML,500,aceite tomate albhac kardamili,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
804,olave,,OLAVE,,ACEITE OLIVA ORGANIC OLAVE ML,35,500ML,ML,ML,500,aceite oliva organic olave,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
805,olave,,OLAVE,,ACEITE OLIVA EXTRA VIRGEN OLAVE ML,35,500ML,ML,ML,500,aceite oliva extra virgen olave,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
807,huasco,,HUASCO,,ACEITE OLIVA EXTRA VIRGEN HUASCO ML,35,500ML,ML,ML,500,aceite oliva extra virgen huasco,12,Aceite,Aceite,,DESPENSA,VIDRIOS,VIDRIO,ML
4947,simonds,HDPE 2,SIMOND'S,PERFUMERIA,Simond's Polvo de Fecula  gr,34,,,,,simond's polvo fecula,39,Polvo,Polvo,PLÁSTICO,PERFUMERIA,PLÁSTICO,HDPE 2,ML
4956,soprole,POLIETILENO Y ALUMINIO,SOPROLE,FRESCOS Y LÁCTEOS,Soprole Leche Semidescremada Lt,33,,,,,soprole leche semidescremado,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
503,soprole,POLIETILENO Y ALUMINIO,SOPROLE,FRESCOS Y LÁCTEOS,LECHE SEMIDESCREMADA SOPROLE LT,33,1LTLT,LT,LT,1,leche semidescremado soprole,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
4784,surlat,POLIETILENO Y ALUMINIO,SURLAT,FRESCOS Y LÁCTEOS,Leche semidescremada sin lactosa,32,,,,,leche semidescremado lactosa,7,Lactosa,Lactosa,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
4863,benedictino,PET 1,,"BEBIDAS, AGUAS Y JUGOS",Agua Benedictino sin gas Limonada y Jengibre  ml,30,,,,,agua benedictino gas limonado jengibre,206,Gas,Gas,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4864,benedictino,PET 1,,"BEBIDAS, AGUAS Y JUGOS",Agua Benedictino sin gas pomelo y menta  ml,30,,,,,agua benedictino gas pomelo menta,206,Gas,Gas,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
888,benedictino,PET 1,,"BEBIDAS, AGUAS Y JUGOS",Agua Purificada Sin Gas Bidón,30,,,,,agua purificado gas bidón,290,Purificado,Purificado,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,ML
3174,mas,PET 1,CCU,"BEBIDAS, AGUAS Y JUGOS",Agua Piña,30,16LT,LT,LT,16,agua piña,43,,,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4688,windex,,,ASEO Y LIMPIEZA,LIMPIA VIDRIO DP ORIGINAL WINDEX  ML,30,500ML,ML,ML,500,limpio vidrio original windex,297,Limpio Vidrio,Limpio Vidrio,,ASEO Y LIMPIEZA,PLÁSTICO,PET 1,ML
4818,cachantun,PET 1,CCU,"BEBIDAS, AGUAS Y JUGOS",Agua Mineral Cachantun sin gas ml,30,,,,,agua mineral cachantun gas,206,Gas,Gas,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4910,coca cola,PET 1,COCA COLA COMPANY,"BEBIDAS, AGUAS Y JUGOS",Coca Cola Zero .lt,30,,,,,coca cola zero .lt,43,,Coca,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4971,,,,,Sprite zero  ml,30,,,,,sprite zero,43,,,,"CARNES, PESCADOS Y  FIAMBRES",PAPEL Y CARTONES,PAPEL,GR
4846,elvive,,,CUIDADO PERSONAL,Crema stop tijeras ELVIVE  Dream long  ml,29,,,,,crema stop tijera elvive dream long,159,Crema,Crema,,CUIDADO PERSONAL,PAPEL Y CARTONES,CARTÓN,GR
4935,pepsi,PET 1,CCU,"BEBIDAS, AGUAS Y JUGOS",PEPSI  ml,28,,,,,pepsi,43,,,PLÁSTICO,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,LT
4283,guallarauco,CARTÓN,,CONGELADOS,Helado frutilla naranja cubierto en chocolate,27,440G,GR,GR,440,helado frutilla naranja cubierto chocolate,35,Helado,Helado,PAPEL Y CARTONES,CONGELADOS,PAPEL Y CARTONES,CARTÓN,GR
40,loncoleche,POLIETILENO Y ALUMINIO,LONCOLECHE,FRESCOS Y LÁCTEOS,Leche descremada sin lactosa,26,1LT,LT,LT,1,leche descremado lactosa,120,Descremado Lactosa Leche,Descremado Lactosa Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
59,colun,POLIETILENO Y ALUMINIO,COLUN,FRESCOS Y LÁCTEOS,Leche natural,26,LT,LT,LT,,leche natural,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
72,soprole,POLIETILENO Y ALUMINIO,SOPROLE,FRESCOS Y LÁCTEOS,Leche sin lactosa descremada,26,1LT,LT,LT,1,leche lactosa descremado,120,Descremado Lactosa Leche,Descremado Lactosa Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
73,loncoleche,POLIETILENO Y ALUMINIO,LONCOLECHE,FRESCOS Y LÁCTEOS,Leche DESCREMADA,26,,,,,leche descremado,83,Descremado,Descremado,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
3386,daily,PET 1,DAILY,DESPENSA,Endulzante stevia,26,270ML,ML,ML,270,endulzante stevia,173,Endulzante Stevia,Endulzante Stevia,PLÁSTICO,DESPENSA,PLÁSTICO,PET 1,ML
4807,loncoleche,POLIETILENO Y ALUMINIO,LONCOLECHE,FRESCOS Y LÁCTEOS,Leche Entera  litro Natural,26,,,,,leche entero litro natural,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
4809,soprole,POLIETILENO Y ALUMINIO,SOPROLE,FRESCOS Y LÁCTEOS,Leche Entera Soprole natural Lt,26,,,,,leche entero soprole natural,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
43,lider,POLIETILENO Y ALUMINIO,LIDER,FRESCOS Y LÁCTEOS,Leche Blanca descremada Lider lt,25,1LITRO,LT,LT,1,leche blanco descremado lider,83,Descremado,Descremado,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
28,surlat,POLIETILENO Y ALUMINIO,SURLAT,FRESCOS Y LÁCTEOS,LECHE BLANCA DESCREMADA SIN LACTOSA,25,1LITRO,LT,LT,1,leche blanco descremado lactosa,120,Descremado Lactosa Leche,Descremado Lactosa Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
56,soprole,POLIETILENO Y ALUMINIO,SOPROLE,FRESCOS Y LÁCTEOS,LECHE BLANCA ENTERA,25,1LITRO,LT,LT,1,leche blanco entero,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
79,lider,POLIETILENO Y ALUMINIO,LIDER,FRESCOS Y LÁCTEOS,LECHE BLANCA ENTERA CAJA,25,1LITRO,LT,LT,1,leche blanco entero caja,73,Leche,Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
1617,colun,POLIETILENO Y ALUMINIO,COLUN,FRESCOS Y LÁCTEOS,Leche semidescremada sin lactosa lt,25,LT,LT,LT,,leche semidescremado lactosa,7,Lactosa,Lactosa,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
3189,cachantun,,CCU,"BEBIDAS, AGUAS Y JUGOS",Agua Mineral Suavemente  Gasificada,25,500ML,ML,ML,500,agua mineral suavemente gasificado,43,,Gasificado,,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,ML
3194,benedictino,,,"BEBIDAS, AGUAS Y JUGOS",Agua Purificada Gasificada,25,500ML,ML,ML,500,agua purificado gasificado,290,Purificado,Purificado,,"BEBIDAS, AGUAS Y JUGOS",PLÁSTICO,PET 1,ML
4799,cuisine  co,POLIETILENO Y ALUMINIO,,FRESCOS Y LÁCTEOS,Leche Descremada lt,25,,,,,leche descremado,83,Descremado,Descremado,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
4816,monster energy,ALUMINIO,MONSTER ENERGY,"BEBIDAS, AGUAS Y JUGOS",Monster Energy Ultra  zero  ml,25,,,,,monster energy ultra zero,43,,Energy Monster Ultra,LATAS Y METALES,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
4817,monster energy,ALUMINIO,MONSTER ENERGY,"BEBIDAS, AGUAS Y JUGOS",Monster Absolutely Zero  ml,25,,,,,monster absolutely zero,43,,Absolutely Monster,LATAS Y METALES,"BEBIDAS, AGUAS Y JUGOS",LATAS Y METALES,ALUMINIO,LT
4866,colun,POLIETILENO Y ALUMINIO,COLUN,FRESCOS Y LÁCTEOS,Leche COLUN sin lactosa  litro descremada,25,,,,,leche colun lactosa litro descremado,120,Descremado Lactosa Leche,Descremado Lactosa Leche,TETRAPACK,FRESCOS Y LÁCTEOS,TETRAPACK,POLIETILENO Y ALUMINIO,LT
